Time,bus_X,bus_Y,bus_Z,left_X,left_Y,left_Z,right_X,right_Y,right_Z
0.000000000,0.01484298706054688,0.01593685150146484,0.1675786972045898,-0.05742168426513672,0.03554630279541016,0.02648448944091797,-0.04374980926513672,-0.002031326293945312,0.1057033538818359
0.003906250,0.02109336853027344,0.0110931396484375,0.167109489440918,-0.05773448944091797,0.02234363555908203,0.03609466552734375,-0.02937507629394531,-0.009765625,0.080078125
0.007812500,0.01382732391357422,0.005859375,0.1544532775878906,-0.06765556335449219,0.01539039611816406,0.02507877349853516,-0.02734375,-0.02218723297119141,0.08179664611816406
0.011718750,0.01320266723632812,-0.003437995910644531,0.1503124237060547,-0.05187511444091797,0.006093025207519531,0.04914093017578125,-0.03250026702880859,-0.01406288146972656,0.07851600646972656
0.015625000,0.02242183685302734,-0.01960945129394531,0.1639070510864258,-0.03867149353027344,0.01585865020751953,0.09312534332275391,-0.02921867370605469,-0.0078125,0.05945301055908203
0.019531250,0.02851486206054688,-0.01921939849853516,0.1596879959106445,-0.0579681396484375,0.008905410766601562,0.1282815933227539,-0.04804706573486328,-0.01421928405761719,0.06601524353027344
0.023437500,0.03132820129394531,-0.03492164611816406,0.1533594131469727,-0.05812454223632812,-0.01601600646972656,0.1513290405273438,-0.04539012908935547,0.001562118530273438,0.08835887908935547
0.027343750,0.02609348297119141,-0.04296875,0.1557817459106445,-0.05476570129394531,-0.01336002349853516,0.1474227905273438,-0.04390621185302734,-0.03046894073486328,0.09820270538330078
0.031250000,0.01906204223632812,-0.029296875,0.1628913879394531,-0.05593681335449219,-0.03570365905761719,0.1639852523803711,-0.02429676055908203,-0.04484367370605469,0.08273410797119141
0.035156250,0.02585887908935547,-0.02617168426513672,0.141718864440918,-0.05781269073486328,-0.04640674591064453,0.1499223709106445,-0.03234386444091797,-0.04984378814697266,0.1227340698242188
0.039062500,0.01578044891357422,-0.009140968322753906,0.1437501907348633,-0.07312488555908203,-0.04078197479248047,0.1155471801757812,-0.009218215942382812,-0.05585956573486328,0.1136722564697266
0.042968750,0.01492118835449219,-0.000156402587890625,0.139765739440918,-0.07078075408935547,-0.04656314849853516,0.1388282775878906,-0.02664089202880859,-0.04398441314697266,0.09140586853027344
0.046875000,0.01648426055908203,0.01265621185302734,0.1437501907348633,-0.07859325408935547,-0.01226615905761719,0.1286725997924805,-0.03765583038330078,-0.008749961853027344,0.1029682159423828
0.050781250,0.01140594482421875,0.02828121185302734,0.1207818984985352,-0.06351566314697266,0.05804634094238281,0.1142196655273438,-0.05921840667724609,0.01820278167724609,0.1299219131469727
0.054687500,0.01515579223632812,0.04828071594238281,0.118281364440918,-0.06210899353027344,0.04890537261962891,0.1139068603515625,-0.02445316314697266,0.04335880279541016,0.1234378814697266
